ATCF,Name,rows,dat,Lat,Lon,MaxW,MinP,34NE,34SE,34SW,34NW,50NE,50SE,50SW,50NW,64NE,64SE,64SW,64NW,Rad
AL011851,UNNAMED,14,1851-06-24,28.0,-94.8,80.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011851,UNNAMED,14,1851-06-25,28.1,-96.3,78.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011851,UNNAMED,14,1851-06-26,28.6,-98.5,55.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011851,UNNAMED,14,1851-06-27,30.2,-100.0,40.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021851,UNNAMED,1,1851-07-05,22.2,-97.6,80.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031851,UNNAMED,1,1851-07-10,12.0,-60.0,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041851,UNNAMED,49,1851-08-15,13.4,-48.0,40.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041851,UNNAMED,49,1851-08-16,14.2,-52.0,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041851,UNNAMED,49,1851-08-17,16.0,-59.5,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041851,UNNAMED,49,1851-08-18,17.4,-66.8,87.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041851,UNNAMED,49,1851-08-19,19.1,-73.5,65.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041851,UNNAMED,49,1851-08-20,21.6,-79.6,67.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041851,UNNAMED,49,1851-08-21,24.1,-83.8,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041851,UNNAMED,49,1851-08-22,26.5,-86.1,90.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041851,UNNAMED,49,1851-08-23,29.4,-86.0,98.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041851,UNNAMED,49,1851-08-24,32.9,-82.1,55.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041851,UNNAMED,49,1851-08-25,36.3,-76.1,40.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041851,UNNAMED,49,1851-08-26,40.8,-68.0,40.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041851,UNNAMED,49,1851-08-27,46.5,-57.2,40.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051851,UNNAMED,16,1851-09-12,32.5,-73.5,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051851,UNNAMED,16,1851-09-13,32.5,-73.5,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051851,UNNAMED,16,1851-09-14,32.5,-73.5,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051851,UNNAMED,16,1851-09-15,32.5,-73.5,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051851,UNNAMED,16,1851-09-16,32.5,-73.5,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061851,UNNAMED,17,1851-10-15,28.7,-78.0,40.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061851,UNNAMED,17,1851-10-16,29.9,-77.2,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061851,UNNAMED,17,1851-10-17,31.9,-75.7,60.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061851,UNNAMED,17,1851-10-18,34.9,-73.4,57.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061851,UNNAMED,17,1851-10-19,40.5,-71.8,47.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011852,UNNAMED,45,1852-08-18,20.5,-67.1,60.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011852,UNNAMED,45,1852-08-19,21.0,-69.2,62.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011852,UNNAMED,45,1852-08-20,21.8,-73.5,72.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011852,UNNAMED,45,1852-08-21,22.7,-77.6,82.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011852,UNNAMED,45,1852-08-22,24.1,-81.6,90.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011852,UNNAMED,45,1852-08-23,25.9,-85.0,92.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011852,UNNAMED,45,1852-08-24,27.9,-87.2,100.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011852,UNNAMED,45,1852-08-25,29.3,-88.3,100.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011852,UNNAMED,45,1852-08-26,30.9,-88.2,77.5,961.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011852,UNNAMED,45,1852-08-27,33.0,-83.6,40.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011852,UNNAMED,45,1852-08-28,34.4,-75.3,42.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011852,UNNAMED,45,1852-08-29,38.8,-70.0,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021852,UNNAMED,8,1852-09-04,17.0,-64.1,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021852,UNNAMED,8,1852-09-05,18.0,-66.8,65.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021852,UNNAMED,8,1852-09-06,19.5,-71.3,43.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031852,UNNAMED,20,1852-09-08,26.4,-90.4,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031852,UNNAMED,20,1852-09-09,26.6,-88.5,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031852,UNNAMED,20,1852-09-10,27.2,-85.8,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031852,UNNAMED,20,1852-09-11,27.9,-83.7,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031852,UNNAMED,20,1852-09-12,28.5,-80.8,55.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031852,UNNAMED,20,1852-09-13,32.1,-74.3,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041852,UNNAMED,36,1852-09-21,16.1,-58.5,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041852,UNNAMED,36,1852-09-22,16.9,-60.1,52.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041852,UNNAMED,36,1852-09-23,18.2,-63.3,67.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041852,UNNAMED,36,1852-09-24,19.2,-66.2,72.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041852,UNNAMED,36,1852-09-25,19.9,-69.2,80.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041852,UNNAMED,36,1852-09-26,20.9,-71.9,80.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041852,UNNAMED,36,1852-09-27,22.9,-74.2,80.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041852,UNNAMED,36,1852-09-28,26.0,-74.2,80.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041852,UNNAMED,36,1852-09-29,29.8,-71.8,77.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041852,UNNAMED,36,1852-09-30,33.8,-69.1,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051852,UNNAMED,25,1852-10-05,17.0,-73.8,90.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051852,UNNAMED,25,1852-10-06,17.3,-77.2,90.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051852,UNNAMED,25,1852-10-07,19.2,-83.6,90.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051852,UNNAMED,25,1852-10-08,23.3,-86.6,90.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051852,UNNAMED,25,1852-10-09,28.9,-84.9,88.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051852,UNNAMED,25,1852-10-10,33.5,-80.1,52.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051852,UNNAMED,25,1852-10-11,38.0,-70.0,56.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011853,UNNAMED,1,1853-08-05,32.5,-69.0,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021853,UNNAMED,1,1853-08-10,12.0,-60.0,40.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031853,UNNAMED,48,1853-08-29,12.1,-23.2,40.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031853,UNNAMED,48,1853-08-30,12.7,-28.0,42.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031853,UNNAMED,48,1853-08-31,13.8,-35.8,60.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031853,UNNAMED,48,1853-09-01,15.1,-43.1,80.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031853,UNNAMED,48,1853-09-02,17.1,-50.0,105.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031853,UNNAMED,48,1853-09-03,20.2,-57.2,127.5,924.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031853,UNNAMED,48,1853-09-04,23.1,-64.5,120.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031853,UNNAMED,48,1853-09-05,26.2,-70.4,120.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031853,UNNAMED,48,1853-09-06,29.7,-73.7,117.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031853,UNNAMED,48,1853-09-07,34.3,-73.1,102.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031853,UNNAMED,48,1853-09-08,37.9,-66.4,100.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031853,UNNAMED,48,1853-09-09,41.4,-54.8,77.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031853,UNNAMED,48,1853-09-10,45.0,-41.0,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041853,UNNAMED,12,1853-09-07,37.0,-53.0,100.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041853,UNNAMED,12,1853-09-08,39.6,-47.7,100.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041853,UNNAMED,12,1853-09-09,44.0,-38.2,100.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041853,UNNAMED,12,1853-09-10,47.1,-29.9,93.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051853,UNNAMED,1,1853-09-21,20.0,-95.0,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061853,UNNAMED,22,1853-09-25,25.8,-62.0,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061853,UNNAMED,22,1853-09-26,30.0,-62.8,52.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061853,UNNAMED,22,1853-09-27,36.1,-59.2,67.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061853,UNNAMED,22,1853-09-28,35.7,-57.0,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061853,UNNAMED,22,1853-09-29,35.4,-57.8,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061853,UNNAMED,22,1853-09-30,36.1,-58.0,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061853,UNNAMED,22,1853-10-01,38.0,-56.8,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071853,UNNAMED,1,1853-09-28,15.0,-37.0,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081853,UNNAMED,14,1853-10-18,27.5,-78.5,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081853,UNNAMED,14,1853-10-19,28.7,-79.4,77.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081853,UNNAMED,14,1853-10-20,30.1,-80.6,87.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081853,UNNAMED,14,1853-10-21,31.5,-80.2,82.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081853,UNNAMED,14,1853-10-22,32.5,-78.5,80.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011854,UNNAMED,11,1854-06-24,26.0,-92.5,60.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011854,UNNAMED,11,1854-06-25,26.0,-93.8,67.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011854,UNNAMED,11,1854-06-26,26.4,-97.8,57.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011854,UNNAMED,11,1854-06-27,27.7,-102.2,40.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021854,UNNAMED,1,1854-08-23,33.0,-55.0,60.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031854,UNNAMED,25,1854-09-06,26.4,-76.6,110.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031854,UNNAMED,25,1854-09-07,28.4,-79.0,110.0,938.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031854,UNNAMED,25,1854-09-08,31.4,-81.0,98.0,950.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031854,UNNAMED,25,1854-09-09,33.9,-80.4,55.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031854,UNNAMED,25,1854-09-10,37.9,-72.8,55.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031854,UNNAMED,25,1854-09-11,39.4,-63.1,87.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031854,UNNAMED,25,1854-09-12,40.1,-51.7,83.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041854,UNNAMED,11,1854-09-17,28.2,-93.6,90.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041854,UNNAMED,11,1854-09-18,28.7,-94.9,88.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041854,UNNAMED,11,1854-09-19,29.6,-96.4,60.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041854,UNNAMED,11,1854-09-20,30.3,-96.0,40.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051854,UNNAMED,12,1854-10-19,25.0,-67.6,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051854,UNNAMED,12,1854-10-20,27.2,-67.5,52.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051854,UNNAMED,12,1854-10-21,30.9,-65.9,60.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051854,UNNAMED,12,1854-10-22,33.6,-60.8,53.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011855,UNNAMED,1,1855-08-06,22.2,-98.0,90.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021855,UNNAMED,6,1855-08-09,44.0,-42.0,90.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021855,UNNAMED,6,1855-08-10,49.0,-34.1,90.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021855,UNNAMED,6,1855-08-11,54.0,-24.0,90.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031855,UNNAMED,1,1855-08-11,12.5,-83.0,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041855,UNNAMED,16,1855-08-23,12.0,-55.9,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041855,UNNAMED,16,1855-08-24,12.3,-58.9,52.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041855,UNNAMED,16,1855-08-25,14.5,-63.2,60.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041855,UNNAMED,16,1855-08-26,17.4,-67.3,57.5,997.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041855,UNNAMED,16,1855-08-27,19.5,-72.3,43.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051855,UNNAMED,11,1855-09-14,26.7,-89.1,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051855,UNNAMED,11,1855-09-15,28.1,-89.4,98.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051855,UNNAMED,11,1855-09-16,30.7,-89.2,82.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051855,UNNAMED,11,1855-09-17,33.0,-88.3,40.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011856,UNNAMED,14,1856-08-08,25.0,-83.9,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011856,UNNAMED,14,1856-08-09,26.7,-87.1,95.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011856,UNNAMED,14,1856-08-10,28.9,-90.8,122.5,934.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011856,UNNAMED,14,1856-08-11,30.4,-91.8,57.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011856,UNNAMED,14,1856-08-12,31.3,-91.0,40.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021856,UNNAMED,8,1856-08-12,12.1,-56.1,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021856,UNNAMED,8,1856-08-13,12.1,-59.4,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021856,UNNAMED,8,1856-08-14,12.1,-64.4,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031856,UNNAMED,12,1856-08-18,32.5,-75.5,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031856,UNNAMED,12,1856-08-19,35.3,-76.2,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031856,UNNAMED,12,1856-08-20,39.3,-73.5,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031856,UNNAMED,12,1856-08-21,40.9,-68.2,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041856,UNNAMED,1,1856-08-21,23.0,-82.5,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051856,UNNAMED,40,1856-08-24,21.0,-69.8,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051856,UNNAMED,40,1856-08-25,21.2,-72.3,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051856,UNNAMED,40,1856-08-26,22.1,-76.2,77.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051856,UNNAMED,40,1856-08-27,22.7,-80.1,82.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051856,UNNAMED,40,1856-08-28,23.4,-84.2,90.0,969.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051856,UNNAMED,40,1856-08-29,24.8,-86.5,92.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051856,UNNAMED,40,1856-08-30,27.1,-87.2,97.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051856,UNNAMED,40,1856-08-31,31.6,-83.9,67.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051856,UNNAMED,40,1856-09-01,35.1,-76.4,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051856,UNNAMED,40,1856-09-02,37.5,-65.9,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051856,UNNAMED,40,1856-09-03,39.1,-55.6,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061856,UNNAMED,20,1856-09-17,32.0,-48.8,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061856,UNNAMED,20,1856-09-18,33.4,-49.2,52.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061856,UNNAMED,20,1856-09-19,35.6,-51.1,67.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061856,UNNAMED,20,1856-09-20,36.2,-52.3,67.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061856,UNNAMED,20,1856-09-21,36.5,-52.8,60.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061856,UNNAMED,20,1856-09-22,36.5,-53.0,60.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011857,UNNAMED,8,1857-06-29,34.0,-74.5,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011857,UNNAMED,8,1857-06-30,35.0,-72.0,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011857,UNNAMED,8,1857-07-01,35.8,-67.5,50.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021857,UNNAMED,47,1857-09-06,26.6,-72.9,40.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021857,UNNAMED,47,1857-09-07,27.3,-72.5,47.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021857,UNNAMED,47,1857-09-08,28.2,-73.0,57.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021857,UNNAMED,47,1857-09-09,29.7,-75.0,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021857,UNNAMED,47,1857-09-10,30.9,-76.8,80.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021857,UNNAMED,47,1857-09-11,31.9,-78.0,90.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021857,UNNAMED,47,1857-09-12,33.1,-78.2,90.0,961.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021857,UNNAMED,47,1857-09-13,35.2,-76.8,65.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021857,UNNAMED,47,1857-09-14,36.8,-74.0,55.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021857,UNNAMED,47,1857-09-15,39.9,-66.1,77.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021857,UNNAMED,47,1857-09-16,43.5,-54.5,80.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021857,UNNAMED,47,1857-09-17,47.5,-40.0,55.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021857,UNNAMED,47,1857-09-18,50.0,-30.0,40.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031857,UNNAMED,20,1857-09-21,32.5,-73.5,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031857,UNNAMED,20,1857-09-22,32.5,-73.5,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031857,UNNAMED,20,1857-09-23,32.5,-73.5,70.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
