ATCF,Name,rows,dat,Lat,Lon,MaxW,MinP,34NE,34SE,34SW,34NW,50NE,50SE,50SW,50NW,64NE,64SE,64SW,64NW,Rad
AL141971,GINGER,118,1971-09-11,28.7,-62.0,68.8,991.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-09-12,31.4,-58.6,80.0,985.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-09-13,33.1,-54.2,90.0,959.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-09-14,33.2,-48.9,78.8,964.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-09-15,32.7,-49.5,70.0,981.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-09-16,32.7,-50.8,65.0,987.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-09-17,32.5,-52.3,65.0,992.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-09-18,31.6,-52.6,65.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-09-19,31.3,-51.7,65.0,987.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-09-20,31.7,-52.7,65.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-09-21,31.4,-55.9,65.0,994.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-09-22,31.1,-61.0,76.2,993.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-09-23,30.4,-65.6,75.0,990.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-09-24,29.8,-68.0,70.0,985.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-09-25,28.9,-68.7,73.8,979.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-09-26,28.0,-69.9,70.0,980.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-09-27,28.6,-70.9,80.0,972.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-09-28,30.2,-72.0,85.0,982.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-09-29,32.6,-74.6,86.2,985.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-09-30,34.5,-76.8,63.8,989.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-10-01,35.5,-78.2,33.8,1002.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-10-02,37.1,-77.1,30.0,1008.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-10-03,36.5,-73.8,30.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141971,GINGER,118,1971-10-04,35.8,-71.0,25.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151971,UNNAMED,13,1971-09-08,29.6,-73.2,22.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151971,UNNAMED,13,1971-09-09,32.0,-75.4,25.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151971,UNNAMED,13,1971-09-10,32.9,-79.1,21.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151971,UNNAMED,13,1971-09-11,32.5,-81.0,-99.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161971,UNNAMED,17,1971-09-10,16.0,-19.0,22.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161971,UNNAMED,17,1971-09-11,16.0,-26.1,27.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161971,UNNAMED,17,1971-09-12,16.4,-31.5,28.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161971,UNNAMED,17,1971-09-13,17.5,-38.3,23.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161971,UNNAMED,17,1971-09-14,18.5,-43.0,20.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171971,HEIDI,17,1971-09-10,27.1,-72.2,30.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171971,HEIDI,17,1971-09-11,28.3,-73.5,32.5,1006.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171971,HEIDI,17,1971-09-12,31.3,-73.0,45.0,999.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171971,HEIDI,17,1971-09-13,36.4,-70.2,50.0,997.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171971,HEIDI,17,1971-09-14,43.6,-68.8,38.3,1000.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181971,IRENE,37,1971-09-11,11.4,-50.3,25.0,1009.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181971,IRENE,37,1971-09-12,12.4,-55.8,25.0,1009.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181971,IRENE,37,1971-09-13,12.3,-60.0,25.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181971,IRENE,37,1971-09-14,11.8,-62.6,27.5,1007.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181971,IRENE,37,1971-09-15,11.8,-66.9,30.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181971,IRENE,37,1971-09-16,12.5,-72.4,32.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181971,IRENE,37,1971-09-17,12.0,-78.2,47.5,1003.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181971,IRENE,37,1971-09-18,11.4,-82.5,65.0,991.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181971,IRENE,37,1971-09-19,11.8,-85.4,42.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181971,IRENE,37,1971-09-20,12.4,-87.6,35.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191971,JANICE,15,1971-09-20,11.5,-38.8,25.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191971,JANICE,15,1971-09-21,11.8,-43.4,31.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191971,JANICE,15,1971-09-22,13.4,-49.2,50.0,1007.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191971,JANICE,15,1971-09-23,16.1,-54.7,43.8,1006.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191971,JANICE,15,1971-09-24,18.8,-59.3,30.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL201971,UNNAMED,33,1971-10-06,17.9,-85.2,23.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL201971,UNNAMED,33,1971-10-07,18.9,-87.2,22.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL201971,UNNAMED,33,1971-10-08,20.0,-89.4,20.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL201971,UNNAMED,33,1971-10-09,21.8,-90.2,23.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL201971,UNNAMED,33,1971-10-10,23.5,-87.5,25.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL201971,UNNAMED,33,1971-10-11,24.9,-84.6,25.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL201971,UNNAMED,33,1971-10-12,26.2,-84.1,25.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL201971,UNNAMED,33,1971-10-13,28.4,-84.7,25.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL201971,UNNAMED,33,1971-10-14,30.0,-85.0,-99.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL211971,KRISTY,16,1971-10-17,25.5,-58.2,25.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL211971,KRISTY,16,1971-10-18,28.5,-57.2,25.0,1009.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL211971,KRISTY,16,1971-10-19,33.0,-53.4,31.2,1009.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL211971,KRISTY,16,1971-10-20,36.4,-40.7,42.5,994.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL211971,KRISTY,16,1971-10-21,39.4,-29.9,40.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL221971,LAURA,39,1971-11-12,12.3,-78.8,28.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL221971,LAURA,39,1971-11-13,14.2,-80.4,30.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL221971,LAURA,39,1971-11-14,17.1,-82.8,36.2,1004.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL221971,LAURA,39,1971-11-15,20.1,-84.0,55.0,998.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL221971,LAURA,39,1971-11-16,21.4,-83.5,60.0,995.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL221971,LAURA,39,1971-11-17,20.1,-84.0,58.8,995.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL221971,LAURA,39,1971-11-18,19.8,-85.1,50.0,1001.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL221971,LAURA,39,1971-11-19,18.8,-85.7,43.8,1000.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL221971,LAURA,39,1971-11-20,17.4,-87.4,56.2,998.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL221971,LAURA,39,1971-11-21,15.8,-89.2,52.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011972,ALPHA,24,1972-05-23,31.7,-77.3,28.3,1003.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011972,ALPHA,24,1972-05-24,33.7,-75.6,30.0,1004.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011972,ALPHA,24,1972-05-25,33.8,-74.2,38.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011972,ALPHA,24,1972-05-26,31.2,-76.2,52.5,1001.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011972,ALPHA,24,1972-05-27,30.7,-80.8,41.2,1001.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011972,ALPHA,24,1972-05-28,29.1,-84.7,27.5,1012.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011972,ALPHA,24,1972-05-29,27.8,-85.5,25.0,1013.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,AGNES,35,1972-06-14,20.0,-88.5,25.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,AGNES,35,1972-06-15,20.0,-87.2,28.8,1001.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,AGNES,35,1972-06-16,20.4,-85.7,46.2,998.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,AGNES,35,1972-06-17,22.2,-85.3,56.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,AGNES,35,1972-06-18,25.4,-85.7,70.0,982.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,AGNES,35,1972-06-19,30.0,-85.3,53.8,983.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,AGNES,35,1972-06-20,33.1,-82.1,30.0,992.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,AGNES,35,1972-06-21,35.6,-76.7,41.2,989.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,AGNES,35,1972-06-22,40.0,-73.7,53.3,978.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031972,UNNAMED,8,1972-06-18,27.8,-68.8,22.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031972,UNNAMED,8,1972-06-19,29.5,-67.2,25.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031972,UNNAMED,8,1972-06-20,31.2,-65.8,20.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041972,UNNAMED,10,1972-07-10,28.6,-78.5,23.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041972,UNNAMED,10,1972-07-11,32.4,-78.3,25.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041972,UNNAMED,10,1972-07-12,34.4,-77.8,-37.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051972,UNNAMED,18,1972-07-16,37.6,-39.4,22.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051972,UNNAMED,18,1972-07-17,38.5,-41.8,25.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051972,UNNAMED,18,1972-07-18,38.1,-43.1,20.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051972,UNNAMED,18,1972-07-19,38.0,-41.0,23.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051972,UNNAMED,18,1972-07-20,39.2,-36.2,22.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061972,UNNAMED,13,1972-07-31,28.1,-58.3,20.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061972,UNNAMED,13,1972-08-01,25.4,-62.2,25.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061972,UNNAMED,13,1972-08-02,23.6,-66.5,23.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061972,UNNAMED,13,1972-08-03,24.0,-69.0,20.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071972,UNNAMED,10,1972-08-05,14.6,-18.4,-7.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071972,UNNAMED,10,1972-08-06,14.0,-27.2,25.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071972,UNNAMED,10,1972-08-07,14.0,-33.8,22.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081972,UNNAMED,13,1972-08-12,32.0,-76.6,22.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081972,UNNAMED,13,1972-08-13,32.3,-75.5,25.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081972,UNNAMED,13,1972-08-14,32.7,-73.9,22.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081972,UNNAMED,13,1972-08-15,33.0,-73.0,20.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091972,UNNAMED,9,1972-08-16,14.3,-19.1,22.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091972,UNNAMED,9,1972-08-17,15.0,-24.4,23.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091972,UNNAMED,9,1972-08-18,15.0,-27.5,20.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101972,BETTY,42,1972-08-22,37.1,-61.8,30.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101972,BETTY,42,1972-08-23,37.3,-56.6,32.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101972,BETTY,42,1972-08-24,37.3,-54.1,36.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101972,BETTY,42,1972-08-25,37.4,-53.0,50.0,997.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101972,BETTY,42,1972-08-26,38.3,-51.1,57.5,998.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101972,BETTY,42,1972-08-27,40.0,-43.6,85.0,981.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101972,BETTY,42,1972-08-28,41.1,-36.8,85.0,979.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101972,BETTY,42,1972-08-29,41.6,-32.5,78.8,988.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101972,BETTY,42,1972-08-30,40.9,-33.5,58.8,1000.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101972,BETTY,42,1972-08-31,42.5,-37.7,38.8,1007.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101972,BETTY,42,1972-09-01,45.7,-37.9,47.5,999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111972,CARRIE,29,1972-08-29,30.1,-76.7,30.0,1012.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111972,CARRIE,29,1972-08-30,32.2,-72.5,33.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111972,CARRIE,29,1972-08-31,34.0,-69.6,48.8,1002.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111972,CARRIE,29,1972-09-01,35.5,-69.3,42.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111972,CARRIE,29,1972-09-02,37.8,-71.0,43.8,1004.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111972,CARRIE,29,1972-09-03,41.1,-69.8,55.0,992.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111972,CARRIE,29,1972-09-04,46.0,-66.0,43.8,1005.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111972,CARRIE,29,1972-09-05,47.0,-63.0,40.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121972,UNNAMED,9,1972-09-03,31.0,-50.1,23.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121972,UNNAMED,9,1972-09-04,32.8,-46.1,23.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121972,UNNAMED,9,1972-09-05,34.0,-43.0,20.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131972,DAWN,39,1972-09-04,24.1,-79.7,30.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131972,DAWN,39,1972-09-05,25.9,-80.0,30.0,1007.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131972,DAWN,39,1972-09-06,28.7,-75.3,50.0,1003.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131972,DAWN,39,1972-09-07,34.2,-71.0,66.2,998.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131972,DAWN,39,1972-09-08,36.2,-73.7,61.2,998.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131972,DAWN,39,1972-09-09,34.3,-73.3,45.0,1005.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131972,DAWN,39,1972-09-10,31.7,-72.2,43.8,1007.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131972,DAWN,39,1972-09-11,30.1,-75.6,38.8,1014.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131972,DAWN,39,1972-09-12,30.8,-79.3,31.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131972,DAWN,39,1972-09-13,31.8,-80.7,30.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131972,DAWN,39,1972-09-14,32.8,-79.5,30.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141972,CHARLIE,11,1972-09-19,38.9,-58.8,32.5,1008.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141972,CHARLIE,11,1972-09-20,42.8,-47.4,53.8,996.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141972,CHARLIE,11,1972-09-21,51.8,-36.3,60.0,944.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151972,UNNAMED,17,1972-09-20,13.0,-34.5,23.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151972,UNNAMED,17,1972-09-21,13.6,-38.1,25.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151972,UNNAMED,17,1972-09-22,15.2,-40.8,25.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151972,UNNAMED,17,1972-09-23,16.4,-43.8,20.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151972,UNNAMED,17,1972-09-24,16.0,-46.5,20.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161972,UNNAMED,9,1972-10-01,31.4,-53.6,23.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161972,UNNAMED,9,1972-10-02,36.4,-52.9,23.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161972,UNNAMED,9,1972-10-03,39.5,-51.0,20.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171972,UNNAMED,41,1972-10-05,11.3,-21.0,23.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171972,UNNAMED,41,1972-10-06,11.0,-29.0,30.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171972,UNNAMED,41,1972-10-07,11.3,-35.9,30.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171972,UNNAMED,41,1972-10-08,12.5,-40.3,30.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171972,UNNAMED,41,1972-10-09,14.2,-43.6,30.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171972,UNNAMED,41,1972-10-10,16.2,-46.6,30.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171972,UNNAMED,41,1972-10-11,18.2,-49.4,30.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171972,UNNAMED,41,1972-10-12,21.1,-51.8,30.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171972,UNNAMED,41,1972-10-13,25.1,-53.4,30.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171972,UNNAMED,41,1972-10-14,30.5,-52.9,27.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171972,UNNAMED,41,1972-10-15,34.0,-51.0,20.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181972,UNNAMED,17,1972-10-16,12.0,-30.5,23.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181972,UNNAMED,17,1972-10-17,12.3,-34.1,25.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181972,UNNAMED,17,1972-10-18,13.2,-37.1,25.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181972,UNNAMED,17,1972-10-19,13.7,-38.5,22.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181972,UNNAMED,17,1972-10-20,14.0,-37.5,20.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191972,DELTA,25,1972-11-01,34.9,-47.8,30.0,1013.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191972,DELTA,25,1972-11-02,34.0,-48.8,38.8,1002.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191972,DELTA,25,1972-11-03,31.4,-49.9,40.0,1003.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191972,DELTA,25,1972-11-04,29.9,-47.4,35.0,1005.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191972,DELTA,25,1972-11-05,30.3,-44.4,28.8,1008.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191972,DELTA,25,1972-11-06,30.6,-42.1,25.0,1010.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
