,geometry,Indicador_CHF,Indicador_CHF_Mod,Indicador_CHF_Mod2
25,"POLYGON ((-117.12775999999985 32.22054149009654, -116.12775999999985 32.22054149009654, -116.12775999999985 33.22054149009654, -117.12775999999985 33.22054149009654, -117.12775999999985 32.22054149009654))",0.0,,
26,"POLYGON ((-116.12775999999985 7.220541490096537, -115.12775999999985 7.220541490096537, -115.12775999999985 8.220541490096537, -116.12775999999985 8.220541490096537, -116.12775999999985 7.220541490096537))",0.0,,0.14938457196859015
27,"POLYGON ((-116.12775999999985 8.220541490096537, -115.12775999999985 8.220541490096537, -115.12775999999985 9.220541490096537, -116.12775999999985 9.220541490096537, -116.12775999999985 8.220541490096537))",0.0,,0.22903525267040253
28,"POLYGON ((-116.12775999999985 9.220541490096537, -115.12775999999985 9.220541490096537, -115.12775999999985 10.220541490096537, -116.12775999999985 10.220541490096537, -116.12775999999985 9.220541490096537))",0.0,,
29,"POLYGON ((-116.12775999999985 10.220541490096537, -115.12775999999985 10.220541490096537, -115.12775999999985 11.220541490096537, -116.12775999999985 11.220541490096537, -116.12775999999985 10.220541490096537))",0.0,,
30,"POLYGON ((-116.12775999999985 11.220541490096537, -115.12775999999985 11.220541490096537, -115.12775999999985 12.220541490096537, -116.12775999999985 12.220541490096537, -116.12775999999985 11.220541490096537))",0.0,,
31,"POLYGON ((-116.12775999999985 12.220541490096537, -115.12775999999985 12.220541490096537, -115.12775999999985 13.220541490096537, -116.12775999999985 13.220541490096537, -116.12775999999985 12.220541490096537))",0.0,,0.3033169048497543
32,"POLYGON ((-116.12775999999985 13.220541490096537, -115.12775999999985 13.220541490096537, -115.12775999999985 14.220541490096537, -116.12775999999985 14.220541490096537, -116.12775999999985 13.220541490096537))",0.0,,0.33236650573354964
33,"POLYGON ((-116.12775999999985 14.220541490096537, -115.12775999999985 14.220541490096537, -115.12775999999985 15.220541490096537, -116.12775999999985 15.220541490096537, -116.12775999999985 14.220541490096537))",0.0,,0.32705534679560083
34,"POLYGON ((-116.12775999999985 15.220541490096537, -115.12775999999985 15.220541490096537, -115.12775999999985 16.220541490096537, -116.12775999999985 16.220541490096537, -116.12775999999985 15.220541490096537))",0.0,,0.3482516412673851
35,"POLYGON ((-116.12775999999985 16.220541490096537, -115.12775999999985 16.220541490096537, -115.12775999999985 17.220541490096537, -116.12775999999985 17.220541490096537, -116.12775999999985 16.220541490096537))",0.0,,0.317741099492197
36,"POLYGON ((-116.12775999999985 17.220541490096537, -115.12775999999985 17.220541490096537, -115.12775999999985 18.220541490096537, -116.12775999999985 18.220541490096537, -116.12775999999985 17.220541490096537))",0.0005131362889983579,0.1880024012483945,0.33841319416001914
37,"POLYGON ((-116.12775999999985 18.220541490096537, -115.12775999999985 18.220541490096537, -115.12775999999985 19.220541490096537, -116.12775999999985 19.220541490096537, -116.12775999999985 18.220541490096537))",0.0,,0.3090098413932995
38,"POLYGON ((-116.12775999999985 19.220541490096537, -115.12775999999985 19.220541490096537, -115.12775999999985 20.220541490096537, -116.12775999999985 20.220541490096537, -116.12775999999985 19.220541490096537))",0.0,,0.29154932100531605
39,"POLYGON ((-116.12775999999985 20.220541490096537, -115.12775999999985 20.220541490096537, -115.12775999999985 21.220541490096537, -116.12775999999985 21.220541490096537, -116.12775999999985 20.220541490096537))",0.0,,0.30272413920187935
40,"POLYGON ((-116.12775999999985 21.220541490096537, -115.12775999999985 21.220541490096537, -115.12775999999985 22.220541490096537, -116.12775999999985 22.220541490096537, -116.12775999999985 21.220541490096537))",0.0,,0.27022912380903136
41,"POLYGON ((-116.12775999999985 22.220541490096537, -115.12775999999985 22.220541490096537, -115.12775999999985 23.220541490096537, -116.12775999999985 23.220541490096537, -116.12775999999985 22.220541490096537))",0.0,,0.24906949008546925
42,"POLYGON ((-116.12775999999985 23.220541490096537, -115.12775999999985 23.220541490096537, -115.12775999999985 24.220541490096537, -116.12775999999985 24.220541490096537, -116.12775999999985 23.220541490096537))",0.0,,0.2936046035834563
43,"POLYGON ((-116.12775999999985 24.220541490096537, -115.12775999999985 24.220541490096537, -115.12775999999985 25.220541490096537, -116.12775999999985 25.220541490096537, -116.12775999999985 24.220541490096537))",0.0,,0.30426318856492096
44,"POLYGON ((-116.12775999999985 25.220541490096537, -115.12775999999985 25.220541490096537, -115.12775999999985 26.220541490096537, -116.12775999999985 26.220541490096537, -116.12775999999985 25.220541490096537))",0.0,,
45,"POLYGON ((-116.12775999999985 26.220541490096537, -115.12775999999985 26.220541490096537, -115.12775999999985 27.220541490096537, -116.12775999999985 27.220541490096537, -116.12775999999985 26.220541490096537))",0.0,,
46,"POLYGON ((-116.12775999999985 27.220541490096537, -115.12775999999985 27.220541490096537, -115.12775999999985 28.220541490096537, -116.12775999999985 28.220541490096537, -116.12775999999985 27.220541490096537))",0.0,,
47,"POLYGON ((-116.12775999999985 28.220541490096537, -115.12775999999985 28.220541490096537, -115.12775999999985 29.220541490096537, -116.12775999999985 29.220541490096537, -116.12775999999985 28.220541490096537))",0.0,,
48,"POLYGON ((-116.12775999999985 29.220541490096537, -115.12775999999985 29.220541490096537, -115.12775999999985 30.220541490096537, -116.12775999999985 30.220541490096537, -116.12775999999985 29.220541490096537))",0.0,,
49,"POLYGON ((-116.12775999999985 30.220541490096537, -115.12775999999985 30.220541490096537, -115.12775999999985 31.220541490096537, -116.12775999999985 31.220541490096537, -116.12775999999985 30.220541490096537))",0.0,,
50,"POLYGON ((-116.12775999999985 31.220541490096537, -115.12775999999985 31.220541490096537, -115.12775999999985 32.22054149009654, -116.12775999999985 32.22054149009654, -116.12775999999985 31.220541490096537))",0.0,,
51,"POLYGON ((-116.12775999999985 32.22054149009654, -115.12775999999985 32.22054149009654, -115.12775999999985 33.22054149009654, -116.12775999999985 33.22054149009654, -116.12775999999985 32.22054149009654))",0.0,,
52,"POLYGON ((-115.12775999999985 7.220541490096537, -114.12775999999985 7.220541490096537, -114.12775999999985 8.220541490096537, -115.12775999999985 8.220541490096537, -115.12775999999985 7.220541490096537))",0.0,,0.3914578771191594
53,"POLYGON ((-115.12775999999985 8.220541490096537, -114.12775999999985 8.220541490096537, -114.12775999999985 9.220541490096537, -115.12775999999985 9.220541490096537, -115.12775999999985 8.220541490096537))",0.0,,0.4719002402772744
54,"POLYGON ((-115.12775999999985 9.220541490096537, -114.12775999999985 9.220541490096537, -114.12775999999985 10.220541490096537, -115.12775999999985 10.220541490096537, -115.12775999999985 9.220541490096537))",0.0,,0.5885261895063171
55,"POLYGON ((-115.12775999999985 10.220541490096537, -114.12775999999985 10.220541490096537, -114.12775999999985 11.220541490096537, -115.12775999999985 11.220541490096537, -115.12775999999985 10.220541490096537))",0.0,,0.5896258348093992
56,"POLYGON ((-115.12775999999985 11.220541490096537, -114.12775999999985 11.220541490096537, -114.12775999999985 12.220541490096537, -115.12775999999985 12.220541490096537, -115.12775999999985 11.220541490096537))",0.0,,0.5562739089351483
57,"POLYGON ((-115.12775999999985 12.220541490096537, -114.12775999999985 12.220541490096537, -114.12775999999985 13.220541490096537, -115.12775999999985 13.220541490096537, -115.12775999999985 12.220541490096537))",0.0,,0.489561292556323
58,"POLYGON ((-115.12775999999985 13.220541490096537, -114.12775999999985 13.220541490096537, -114.12775999999985 14.220541490096537, -115.12775999999985 14.220541490096537, -115.12775999999985 13.220541490096537))",0.0,,0.6543572334630521
59,"POLYGON ((-115.12775999999985 14.220541490096537, -114.12775999999985 14.220541490096537, -114.12775999999985 15.220541490096537, -115.12775999999985 15.220541490096537, -115.12775999999985 14.220541490096537))",0.0,,0.6544699450942139
60,"POLYGON ((-115.12775999999985 15.220541490096537, -114.12775999999985 15.220541490096537, -114.12775999999985 16.220541490096537, -115.12775999999985 16.220541490096537, -115.12775999999985 15.220541490096537))",0.0,,0.6797639620698918
61,"POLYGON ((-115.12775999999985 16.220541490096537, -114.12775999999985 16.220541490096537, -114.12775999999985 17.220541490096537, -115.12775999999985 17.220541490096537, -115.12775999999985 16.220541490096537))",0.0,,0.1431487586481198
62,"POLYGON ((-115.12775999999985 17.220541490096537, -114.12775999999985 17.220541490096537, -114.12775999999985 18.220541490096537, -115.12775999999985 18.220541490096537, -115.12775999999985 17.220541490096537))",0.0,,0.12950557846056057
63,"POLYGON ((-115.12775999999985 18.220541490096537, -114.12775999999985 18.220541490096537, -114.12775999999985 19.220541490096537, -115.12775999999985 19.220541490096537, -115.12775999999985 18.220541490096537))",0.0,,0.11561409730690626
64,"POLYGON ((-115.12775999999985 19.220541490096537, -114.12775999999985 19.220541490096537, -114.12775999999985 20.220541490096537, -115.12775999999985 20.220541490096537, -115.12775999999985 19.220541490096537))",0.0,,0.18926474713343877
65,"POLYGON ((-115.12775999999985 20.220541490096537, -114.12775999999985 20.220541490096537, -114.12775999999985 21.220541490096537, -115.12775999999985 21.220541490096537, -115.12775999999985 20.220541490096537))",0.0,,0.2586204873789568
66,"POLYGON ((-115.12775999999985 21.220541490096537, -114.12775999999985 21.220541490096537, -114.12775999999985 22.220541490096537, -115.12775999999985 22.220541490096537, -115.12775999999985 21.220541490096537))",0.0,,0.3831536900729188
67,"POLYGON ((-115.12775999999985 22.220541490096537, -114.12775999999985 22.220541490096537, -114.12775999999985 23.220541490096537, -115.12775999999985 23.220541490096537, -115.12775999999985 22.220541490096537))",0.0,,0.3932456627833176
68,"POLYGON ((-115.12775999999985 23.220541490096537, -114.12775999999985 23.220541490096537, -114.12775999999985 24.220541490096537, -115.12775999999985 24.220541490096537, -115.12775999999985 23.220541490096537))",0.0,,0.2274676050438007
69,"POLYGON ((-115.12775999999985 24.220541490096537, -114.12775999999985 24.220541490096537, -114.12775999999985 25.220541490096537, -115.12775999999985 25.220541490096537, -115.12775999999985 24.220541490096537))",0.0,,0.5571180603503784
70,"POLYGON ((-115.12775999999985 25.220541490096537, -114.12775999999985 25.220541490096537, -114.12775999999985 26.220541490096537, -115.12775999999985 26.220541490096537, -115.12775999999985 25.220541490096537))",0.0,,
71,"POLYGON ((-115.12775999999985 26.220541490096537, -114.12775999999985 26.220541490096537, -114.12775999999985 27.220541490096537, -115.12775999999985 27.220541490096537, -115.12775999999985 26.220541490096537))",0.0,,
72,"POLYGON ((-115.12775999999985 27.220541490096537, -114.12775999999985 27.220541490096537, -114.12775999999985 28.220541490096537, -115.12775999999985 28.220541490096537, -115.12775999999985 27.220541490096537))",0.0,,
73,"POLYGON ((-115.12775999999985 28.220541490096537, -114.12775999999985 28.220541490096537, -114.12775999999985 29.220541490096537, -115.12775999999985 29.220541490096537, -115.12775999999985 28.220541490096537))",0.0,,
74,"POLYGON ((-115.12775999999985 29.220541490096537, -114.12775999999985 29.220541490096537, -114.12775999999985 30.220541490096537, -115.12775999999985 30.220541490096537, -115.12775999999985 29.220541490096537))",0.0,,
75,"POLYGON ((-115.12775999999985 30.220541490096537, -114.12775999999985 30.220541490096537, -114.12775999999985 31.220541490096537, -115.12775999999985 31.220541490096537, -115.12775999999985 30.220541490096537))",0.0,,
76,"POLYGON ((-115.12775999999985 31.220541490096537, -114.12775999999985 31.220541490096537, -114.12775999999985 32.22054149009654, -115.12775999999985 32.22054149009654, -115.12775999999985 31.220541490096537))",0.0,,
77,"POLYGON ((-115.12775999999985 32.22054149009654, -114.12775999999985 32.22054149009654, -114.12775999999985 33.22054149009654, -115.12775999999985 33.22054149009654, -115.12775999999985 32.22054149009654))",0.0,,
78,"POLYGON ((-114.12775999999985 7.220541490096537, -113.12775999999985 7.220541490096537, -113.12775999999985 8.220541490096537, -114.12775999999985 8.220541490096537, -114.12775999999985 7.220541490096537))",0.0,,0.36155374330229745
79,"POLYGON ((-114.12775999999985 8.220541490096537, -113.12775999999985 8.220541490096537, -113.12775999999985 9.220541490096537, -114.12775999999985 9.220541490096537, -114.12775999999985 8.220541490096537))",0.0,,0.3651905714858449
80,"POLYGON ((-114.12775999999985 9.220541490096537, -113.12775999999985 9.220541490096537, -113.12775999999985 10.220541490096537, -114.12775999999985 10.220541490096537, -114.12775999999985 9.220541490096537))",0.0,,0.4084962234698856
81,"POLYGON ((-114.12775999999985 10.220541490096537, -113.12775999999985 10.220541490096537, -113.12775999999985 11.220541490096537, -114.12775999999985 11.220541490096537, -114.12775999999985 10.220541490096537))",0.0,,0.3521526421449116
82,"POLYGON ((-114.12775999999985 11.220541490096537, -113.12775999999985 11.220541490096537, -113.12775999999985 12.220541490096537, -114.12775999999985 12.220541490096537, -114.12775999999985 11.220541490096537))",0.0,,0.23588863771913712
83,"POLYGON ((-114.12775999999985 12.220541490096537, -113.12775999999985 12.220541490096537, -113.12775999999985 13.220541490096537, -114.12775999999985 13.220541490096537, -114.12775999999985 12.220541490096537))",0.0,,0.19096219105112888
84,"POLYGON ((-114.12775999999985 13.220541490096537, -113.12775999999985 13.220541490096537, -113.12775999999985 14.220541490096537, -114.12775999999985 14.220541490096537, -114.12775999999985 13.220541490096537))",0.0,,0.22543382477788587
85,"POLYGON ((-114.12775999999985 14.220541490096537, -113.12775999999985 14.220541490096537, -113.12775999999985 15.220541490096537, -114.12775999999985 15.220541490096537, -114.12775999999985 14.220541490096537))",0.0,,0.22699747398785136
86,"POLYGON ((-114.12775999999985 15.220541490096537, -113.12775999999985 15.220541490096537, -113.12775999999985 16.220541490096537, -114.12775999999985 16.220541490096537, -114.12775999999985 15.220541490096537))",0.0,,0.21279220406808802
87,"POLYGON ((-114.12775999999985 16.220541490096537, -113.12775999999985 16.220541490096537, -113.12775999999985 17.220541490096537, -114.12775999999985 17.220541490096537, -114.12775999999985 16.220541490096537))",0.0,,0.23539776312124175
88,"POLYGON ((-114.12775999999985 17.220541490096537, -113.12775999999985 17.220541490096537, -113.12775999999985 18.220541490096537, -114.12775999999985 18.220541490096537, -114.12775999999985 17.220541490096537))",0.0,,0.22904757654709557
89,"POLYGON ((-114.12775999999985 18.220541490096537, -113.12775999999985 18.220541490096537, -113.12775999999985 19.220541490096537, -114.12775999999985 19.220541490096537, -114.12775999999985 18.220541490096537))",0.0,,0.2619842413828758
90,"POLYGON ((-114.12775999999985 19.220541490096537, -113.12775999999985 19.220541490096537, -113.12775999999985 20.220541490096537, -114.12775999999985 20.220541490096537, -114.12775999999985 19.220541490096537))",0.0,,0.3207725569402069
91,"POLYGON ((-114.12775999999985 20.220541490096537, -113.12775999999985 20.220541490096537, -113.12775999999985 21.220541490096537, -114.12775999999985 21.220541490096537, -114.12775999999985 20.220541490096537))",0.0,,0.41956498939323933
92,"POLYGON ((-114.12775999999985 21.220541490096537, -113.12775999999985 21.220541490096537, -113.12775999999985 22.220541490096537, -114.12775999999985 22.220541490096537, -114.12775999999985 21.220541490096537))",0.0,,0.5063711417603487
93,"POLYGON ((-114.12775999999985 22.220541490096537, -113.12775999999985 22.220541490096537, -113.12775999999985 23.220541490096537, -114.12775999999985 23.220541490096537, -114.12775999999985 22.220541490096537))",0.0,,0.543360807310519
94,"POLYGON ((-114.12775999999985 23.220541490096537, -113.12775999999985 23.220541490096537, -113.12775999999985 24.220541490096537, -114.12775999999985 24.220541490096537, -114.12775999999985 23.220541490096537))",0.0,,0.628099665794974
95,"POLYGON ((-114.12775999999985 24.220541490096537, -113.12775999999985 24.220541490096537, -113.12775999999985 25.220541490096537, -114.12775999999985 25.220541490096537, -114.12775999999985 24.220541490096537))",0.0,,0.7801026725671532
96,"POLYGON ((-114.12775999999985 25.220541490096537, -113.12775999999985 25.220541490096537, -113.12775999999985 26.220541490096537, -114.12775999999985 26.220541490096537, -114.12775999999985 25.220541490096537))",0.0,,
97,"POLYGON ((-114.12775999999985 26.220541490096537, -113.12775999999985 26.220541490096537, -113.12775999999985 27.220541490096537, -114.12775999999985 27.220541490096537, -114.12775999999985 26.220541490096537))",0.0,,
98,"POLYGON ((-114.12775999999985 27.220541490096537, -113.12775999999985 27.220541490096537, -113.12775999999985 28.220541490096537, -114.12775999999985 28.220541490096537, -114.12775999999985 27.220541490096537))",0.0,,
99,"POLYGON ((-114.12775999999985 28.220541490096537, -113.12775999999985 28.220541490096537, -113.12775999999985 29.220541490096537, -114.12775999999985 29.220541490096537, -114.12775999999985 28.220541490096537))",0.0,,
100,"POLYGON ((-114.12775999999985 29.220541490096537, -113.12775999999985 29.220541490096537, -113.12775999999985 30.220541490096537, -114.12775999999985 30.220541490096537, -114.12775999999985 29.220541490096537))",0.0,,
101,"POLYGON ((-114.12775999999985 30.220541490096537, -113.12775999999985 30.220541490096537, -113.12775999999985 31.220541490096537, -114.12775999999985 31.220541490096537, -114.12775999999985 30.220541490096537))",0.0,,
102,"POLYGON ((-114.12775999999985 31.220541490096537, -113.12775999999985 31.220541490096537, -113.12775999999985 32.22054149009654, -114.12775999999985 32.22054149009654, -114.12775999999985 31.220541490096537))",0.0,,
103,"POLYGON ((-114.12775999999985 32.22054149009654, -113.12775999999985 32.22054149009654, -113.12775999999985 33.22054149009654, -114.12775999999985 33.22054149009654, -114.12775999999985 32.22054149009654))",0.0,,
104,"POLYGON ((-113.12775999999985 7.220541490096537, -112.12775999999985 7.220541490096537, -112.12775999999985 8.220541490096537, -113.12775999999985 8.220541490096537, -113.12775999999985 7.220541490096537))",0.0,,0.13373519414338722
105,"POLYGON ((-113.12775999999985 8.220541490096537, -112.12775999999985 8.220541490096537, -112.12775999999985 9.220541490096537, -113.12775999999985 9.220541490096537, -113.12775999999985 8.220541490096537))",0.0,,0.09755725442268419
106,"POLYGON ((-113.12775999999985 9.220541490096537, -112.12775999999985 9.220541490096537, -112.12775999999985 10.220541490096537, -113.12775999999985 10.220541490096537, -113.12775999999985 9.220541490096537))",0.0,,0.11155844861845844
107,"POLYGON ((-113.12775999999985 10.220541490096537, -112.12775999999985 10.220541490096537, -112.12775999999985 11.220541490096537, -113.12775999999985 11.220541490096537, -113.12775999999985 10.220541490096537))",0.0,,0.09832876897616341
108,"POLYGON ((-113.12775999999985 11.220541490096537, -112.12775999999985 11.220541490096537, -112.12775999999985 12.220541490096537, -113.12775999999985 12.220541490096537, -113.12775999999985 11.220541490096537))",0.0,,0.1967733032967572
109,"POLYGON ((-113.12775999999985 12.220541490096537, -112.12775999999985 12.220541490096537, -112.12775999999985 13.220541490096537, -113.12775999999985 13.220541490096537, -113.12775999999985 12.220541490096537))",0.0,,0.31398856289047267
110,"POLYGON ((-113.12775999999985 13.220541490096537, -112.12775999999985 13.220541490096537, -112.12775999999985 14.220541490096537, -113.12775999999985 14.220541490096537, -113.12775999999985 13.220541490096537))",0.0,,0.48300178532042604
111,"POLYGON ((-113.12775999999985 14.220541490096537, -112.12775999999985 14.220541490096537, -112.12775999999985 15.220541490096537, -113.12775999999985 15.220541490096537, -113.12775999999985 14.220541490096537))",0.0,,0.512686484461211
112,"POLYGON ((-113.12775999999985 15.220541490096537, -112.12775999999985 15.220541490096537, -112.12775999999985 16.220541490096537, -113.12775999999985 16.220541490096537, -113.12775999999985 15.220541490096537))",0.0,,0.5047715920088269
113,"POLYGON ((-113.12775999999985 16.220541490096537, -112.12775999999985 16.220541490096537, -112.12775999999985 17.220541490096537, -113.12775999999985 17.220541490096537, -113.12775999999985 16.220541490096537))",0.0,,
114,"POLYGON ((-113.12775999999985 17.220541490096537, -112.12775999999985 17.220541490096537, -112.12775999999985 18.220541490096537, -113.12775999999985 18.220541490096537, -113.12775999999985 17.220541490096537))",0.0,,
115,"POLYGON ((-113.12775999999985 18.220541490096537, -112.12775999999985 18.220541490096537, -112.12775999999985 19.220541490096537, -113.12775999999985 19.220541490096537, -113.12775999999985 18.220541490096537))",0.0,,
116,"POLYGON ((-113.12775999999985 19.220541490096537, -112.12775999999985 19.220541490096537, -112.12775999999985 20.220541490096537, -113.12775999999985 20.220541490096537, -113.12775999999985 19.220541490096537))",0.0,,
117,"POLYGON ((-113.12775999999985 20.220541490096537, -112.12775999999985 20.220541490096537, -112.12775999999985 21.220541490096537, -113.12775999999985 21.220541490096537, -113.12775999999985 20.220541490096537))",0.0,,
118,"POLYGON ((-113.12775999999985 21.220541490096537, -112.12775999999985 21.220541490096537, -112.12775999999985 22.220541490096537, -113.12775999999985 22.220541490096537, -113.12775999999985 21.220541490096537))",0.0,,0.8171759005421726
119,"POLYGON ((-113.12775999999985 22.220541490096537, -112.12775999999985 22.220541490096537, -112.12775999999985 23.220541490096537, -113.12775999999985 23.220541490096537, -113.12775999999985 22.220541490096537))",0.0,,0.3308296988646931
120,"POLYGON ((-113.12775999999985 23.220541490096537, -112.12775999999985 23.220541490096537, -112.12775999999985 24.220541490096537, -113.12775999999985 24.220541490096537, -113.12775999999985 23.220541490096537))",0.0,,0.23625257359333618
121,"POLYGON ((-113.12775999999985 24.220541490096537, -112.12775999999985 24.220541490096537, -112.12775999999985 25.220541490096537, -113.12775999999985 25.220541490096537, -113.12775999999985 24.220541490096537))",0.0,,0.20570626983682064
122,"POLYGON ((-113.12775999999985 25.220541490096537, -112.12775999999985 25.220541490096537, -112.12775999999985 26.220541490096537, -113.12775999999985 26.220541490096537, -113.12775999999985 25.220541490096537))",0.0,,
123,"POLYGON ((-113.12775999999985 26.220541490096537, -112.12775999999985 26.220541490096537, -112.12775999999985 27.220541490096537, -113.12775999999985 27.220541490096537, -113.12775999999985 26.220541490096537))",0.0,,
124,"POLYGON ((-113.12775999999985 27.220541490096537, -112.12775999999985 27.220541490096537, -112.12775999999985 28.220541490096537, -113.12775999999985 28.220541490096537, -113.12775999999985 27.220541490096537))",0.0,,
125,"POLYGON ((-113.12775999999985 28.220541490096537, -112.12775999999985 28.220541490096537, -112.12775999999985 29.220541490096537, -113.12775999999985 29.220541490096537, -113.12775999999985 28.220541490096537))",0.0,,
126,"POLYGON ((-113.12775999999985 29.220541490096537, -112.12775999999985 29.220541490096537, -112.12775999999985 30.220541490096537, -113.12775999999985 30.220541490096537, -113.12775999999985 29.220541490096537))",0.0,,
127,"POLYGON ((-113.12775999999985 30.220541490096537, -112.12775999999985 30.220541490096537, -112.12775999999985 31.220541490096537, -113.12775999999985 31.220541490096537, -113.12775999999985 30.220541490096537))",0.0,,
128,"POLYGON ((-113.12775999999985 31.220541490096537, -112.12775999999985 31.220541490096537, -112.12775999999985 32.22054149009654, -113.12775999999985 32.22054149009654, -113.12775999999985 31.220541490096537))",0.0,,
